position_id,iteration_budget,rank,plan_signature,count,frequency
turn-2-supply-expansion,100000,15,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S21""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1"",""S21:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,16,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S13"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>2:1:2"",""S22:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,17,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S22"",""S32""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>0:1:1"",""S22:1:1:0>0:1:1"",""S32:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,18,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S22"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S22:1:1:0>0:1:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,1,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S23:2:0:1>0:1:1""]},""version"":1}",2,0.066667
turn-3-supply-securing-choice,10000,2,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S21""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S21:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,3,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S32"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S32:0:0:0>1:1:0"",""S33:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,4,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S11:0:0:0>1:1:0"",""S23:2:0:1>0:1:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,5,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S31""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S31:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,6,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S21"",""S23""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S21:0:0:0>1:1:0"",""S23:2:0:1>0:1:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,7,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,8,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S31""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S31:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,9,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O12""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S13:0:1:1>1:2:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,10,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S32"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S32:0:0:0>1:1:0"",""S33:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,11,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S23:2:0:1>0:1:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,12,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S21"",""S31""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S21:0:0:0>1:1:0"",""S31:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,13,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S21""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S21:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,14,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O12""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S23:2:0:1>0:1:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,15,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S33""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S33:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,16,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S11:0:0:0>1:1:0"",""S12:0:1:1>1:2:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,17,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S31""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S31:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,18,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S23:2:0:1>0:1:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,19,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,20,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,21,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,22,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S31""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S31:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,23,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S32"",""S33""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S32:0:0:0>1:1:0"",""S33:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,24,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S33""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S33:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,25,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O12""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S33""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S33:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,26,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S32"",""S33""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S32:0:0:0>1:1:0"",""S33:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,27,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S31""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S31:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,28,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S31""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S31:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,10000,29,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S33""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S33:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,1,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S11:0:0:0>1:1:0"",""S12:0:1:1>1:2:1""]},""version"":1}",6,0.2
turn-3-supply-securing-choice,30000,2,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O12""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S23:2:0:1>0:1:1""]},""version"":1}",3,0.1
turn-3-supply-securing-choice,30000,3,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S32"",""S33""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S32:0:0:0>1:1:0"",""S33:0:0:0>1:1:0""]},""version"":1}",3,0.1
turn-3-supply-securing-choice,30000,4,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S32:0:0:0>1:1:0""]},""version"":1}",3,0.1
turn-3-supply-securing-choice,30000,5,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S23:2:0:1>0:1:1""]},""version"":1}",2,0.066667
turn-3-supply-securing-choice,30000,6,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S31""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S31:0:0:0>1:1:0""]},""version"":1}",2,0.066667
turn-3-supply-securing-choice,30000,7,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S23:2:0:1>0:1:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,8,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,9,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S21""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S21:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,10,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>1:2:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,11,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,12,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S31"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S31:0:0:0>1:1:0"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,13,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O12""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S13:0:1:1>1:2:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,14,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S13:0:1:1>1:2:1"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,15,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S32:0:0:0>1:1:0""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,16,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S23:2:0:1>0:1:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,30000,17,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O12""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S11:0:0:0>1:1:0"",""S12:0:1:1>1:2:1""]},""version"":1}",1,0.033333
turn-3-supply-securing-choice,100000,1,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S21""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S21:0:0:0>1:1:0""]},""version"":1}",4,0.133333
turn-3-supply-securing-choice,100000,2,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S23:2:0:1>0:1:1""]},""version"":1}",4,0.133333
turn-3-supply-securing-choice,100000,3,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S32"",""S33""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S32:0:0:0>1:1:0"",""S33:0:0:0>1:1:0""]},""version"":1}",3,0.1
turn-3-supply-securing-choice,100000,4,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S32:0:0:0>1:1:0""]},""version"":1}",3,0.1
turn-3-supply-securing-choice,100000,5,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O22""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S23"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S23:2:0:1>0:1:1"",""S32:0:0:0>1:1:0""]},""version"":1}",2,0.066667
turn-3-supply-securing-choice,100000,6,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S31"",""S32""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S31:0:0:0>1:1:0"",""S32:0:0:0>1:1:0""]},""version"":1}",2,0.066667
turn-3-supply-securing-choice,100000,7,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O21""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S31""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S31:0:0:0>1:1:0""]},""version"":1}",2,0.066667
turn-3-supply-securing-choice,100000,8,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O11""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S21:0:0:0>1:1:0"",""S23:2:0:1>0:1:1""]},""version"":1}",2,0.066667
turn-3-supply-securing-choice,100000,9,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O12""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S23""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S23:2:0:1>0:1:1""]},""version"":1}",2,0.066667
turn-3-supply-securing-choice,100000,10,"{""objective_strategy"":{""piece_count"":1,""placement_sites"":[""O12""]},""placement_target_category"":{""objective_placements"":1,""supply_placements"":2},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13""],""secured_transitions"":[],""source_sites"":[""S22""],""unresolved_transitions"":[""S12:0:1:1>1:2:1"",""S13:0:1:1>1:2:1""]},""version"":1}",1,0.033333
